"ee.Taxon","Definition.x","Definition.y","N"
"rat","proteinogenic amino acid derivative","status epilepticus",1
"rat","non-proteinogenic amino acid","status epilepticus",1
"rat","amino acid derivative","status epilepticus",1
"rat","non-proteinogenic L-alpha-amino acid","status epilepticus",1
"rat","non-proteinogenic alpha-amino acid","status epilepticus",1
"rat","L-proline derivative","status epilepticus",1
"mouse","polyketide","motor neuron disease",1
"mouse","polyketide","amyotrophic lateral sclerosis",1
"mouse","tetracyclines","monogenic disease",1
"mouse","tetracyclines","motor neuron disease",1
"mouse","tetracyclines","amyotrophic lateral sclerosis",1
"mouse","tetracyclines","genetic disease",1
"mouse","doxycycline","monogenic disease",1
"mouse","doxycycline","motor neuron disease",1
"mouse","doxycycline","amyotrophic lateral sclerosis",1
"mouse","doxycycline","genetic disease",1
"mouse","peptide","developmental disorder of mental health",1
"mouse","peptide","pervasive developmental disorder",1
"mouse","peptide","autism spectrum disorder",1
"mouse","peptide","disease of mental health",1
"mouse","molecular entity","autism spectrum disorder",1
"mouse","depsipeptide","developmental disorder of mental health",1
"mouse","depsipeptide","pervasive developmental disorder",1
"mouse","depsipeptide","autism spectrum disorder",1
"mouse","depsipeptide","disease of mental health",1
"mouse","depsipeptide","disease",1
"mouse","chemical entity","autism spectrum disorder",1
"mouse","heterocyclic antibiotic","developmental disorder of mental health",1
"mouse","heterocyclic antibiotic","pervasive developmental disorder",1
"mouse","heterocyclic antibiotic","autism spectrum disorder",1
"mouse","heterocyclic antibiotic","disease of mental health",1
"mouse","organic heterocyclic compound","autism spectrum disorder",1
"mouse","lactone","developmental disorder of mental health",1
"mouse","lactone","pervasive developmental disorder",1
"mouse","lactone","autism spectrum disorder",1
"mouse","lactone","disease of mental health",1
"mouse","molecule","autism spectrum disorder",1
"mouse","oxygen molecular entity","autism spectrum disorder",1
"mouse","sulfur molecular entity","developmental disorder of mental health",1
"mouse","sulfur molecular entity","pervasive developmental disorder",1
"mouse","sulfur molecular entity","autism spectrum disorder",1
"mouse","sulfur molecular entity","disease of mental health",1
"mouse","amide","developmental disorder of mental health",1
"mouse","amide","pervasive developmental disorder",1
"mouse","amide","autism spectrum disorder",1
"mouse","primary amide","developmental disorder of mental health",1
"mouse","primary amide","pervasive developmental disorder",1
"mouse","primary amide","autism spectrum disorder",1
"mouse","organosulfur compound","developmental disorder of mental health",1
"mouse","organosulfur compound","pervasive developmental disorder",1
"mouse","organosulfur compound","autism spectrum disorder",1
"mouse","organosulfur compound","disease of mental health",1
"mouse","heteroorganic entity","autism spectrum disorder",1
"mouse","pnictogen molecular entity","autism spectrum disorder",1
"mouse","chalcogen molecular entity","autism spectrum disorder",1
"mouse","carboxylic ester","developmental disorder of mental health",1
"mouse","carboxylic ester","pervasive developmental disorder",1
"mouse","carboxylic ester","autism spectrum disorder",1
"mouse","main group molecular entity","autism spectrum disorder",1
"mouse","carbon group molecular entity","autism spectrum disorder",1
"mouse","cyclic compound","autism spectrum disorder",1
"mouse","p-block molecular entity","autism spectrum disorder",1
"mouse","organic cyclic compound","autism spectrum disorder",1
"mouse","cyclodepsipeptide","developmental disorder of mental health",1
"mouse","cyclodepsipeptide","pervasive developmental disorder",1
"mouse","cyclodepsipeptide","autism spectrum disorder",1
"mouse","cyclodepsipeptide","disease of mental health",1
"mouse","cyclodepsipeptide","disease",1
"mouse","organonitrogen compound","autism spectrum disorder",1
"mouse","organic disulfide","developmental disorder of mental health",1
"mouse","organic disulfide","pervasive developmental disorder",1
"mouse","organic disulfide","autism spectrum disorder",1
"mouse","organic disulfide","disease of mental health",1
"mouse","ester","developmental disorder of mental health",1
"mouse","ester","pervasive developmental disorder",1
"mouse","ester","autism spectrum disorder",1
"mouse","polyatomic entity","autism spectrum disorder",1
"mouse","carbonyl compound","autism spectrum disorder",1
"mouse","organic oxo compound","autism spectrum disorder",1
"mouse","organochalcogen compound","autism spectrum disorder",1
"mouse","organooxygen compound","autism spectrum disorder",1
"mouse","carboxamide","developmental disorder of mental health",1
"mouse","carboxamide","pervasive developmental disorder",1
"mouse","carboxamide","autism spectrum disorder",1
"mouse","oxacycle","developmental disorder of mental health",1
"mouse","oxacycle","pervasive developmental disorder",1
"mouse","oxacycle","autism spectrum disorder",1
"mouse","oxacycle","disease of mental health",1
"mouse","disulfide","developmental disorder of mental health",1
"mouse","disulfide","pervasive developmental disorder",1
"mouse","disulfide","autism spectrum disorder",1
"mouse","disulfide","disease of mental health",1
"mouse","organic amino compound","autism spectrum disorder",1
"mouse","organic molecular entity","autism spectrum disorder",1
"mouse","nitrogen molecular entity","autism spectrum disorder",1
"mouse","heterocyclic compound","autism spectrum disorder",1
"mouse","romidepsin","developmental disorder of mental health",1
"mouse","romidepsin","pervasive developmental disorder",1
"mouse","romidepsin","autism spectrum disorder",1
"mouse","romidepsin","disease of mental health",1
"mouse","romidepsin","disease",1
"mouse","organic molecule","autism spectrum disorder",1
"rat","alkaloid","opiate dependence",1
"rat","alkaloid","substance-related disorder",1
"rat","alkaloid","substance dependence",1
"rat","alkaloid","drug dependence",1
"rat","alkaloid","heroin dependence",1
"rat","molecular entity","opiate dependence",1
"rat","molecular entity","drug dependence",1
"rat","molecular entity","heroin dependence",1
"rat","chemical entity","opiate dependence",1
"rat","chemical entity","drug dependence",1
"rat","chemical entity","heroin dependence",1
"rat","isoquinoline alkaloid","disease of mental health",1
"rat","isoquinoline alkaloid","opiate dependence",1
"rat","isoquinoline alkaloid","substance-related disorder",1
"rat","isoquinoline alkaloid","substance dependence",1
"rat","isoquinoline alkaloid","drug dependence",1
"rat","isoquinoline alkaloid","heroin dependence",1
"rat","morphinane alkaloid","disease of mental health",1
"rat","morphinane alkaloid","opiate dependence",1
"rat","morphinane alkaloid","substance-related disorder",1
"rat","morphinane alkaloid","substance dependence",1
"rat","morphinane alkaloid","drug dependence",1
"rat","morphinane alkaloid","heroin dependence",1
"rat","heroin","disease of mental health",1
"rat","heroin","opiate dependence",1
"rat","heroin","substance-related disorder",1
"rat","heroin","disease",1
"rat","heroin","substance dependence",1
"rat","heroin","drug dependence",1
"rat","heroin","heroin dependence",1
"rat","heteroorganic entity","opiate dependence",1
"rat","heteroorganic entity","substance-related disorder",1
"rat","heteroorganic entity","substance dependence",1
"rat","heteroorganic entity","drug dependence",1
"rat","heteroorganic entity","heroin dependence",1
"rat","pnictogen molecular entity","opiate dependence",1
"rat","pnictogen molecular entity","substance-related disorder",1
"rat","pnictogen molecular entity","substance dependence",1
"rat","pnictogen molecular entity","drug dependence",1
"rat","pnictogen molecular entity","heroin dependence",1
"rat","main group molecular entity","opiate dependence",1
"rat","main group molecular entity","drug dependence",1
"rat","main group molecular entity","heroin dependence",1
"rat","carbon group molecular entity","opiate dependence",1
"rat","carbon group molecular entity","drug dependence",1
"rat","carbon group molecular entity","heroin dependence",1
"rat","p-block molecular entity","opiate dependence",1
"rat","p-block molecular entity","drug dependence",1
"rat","p-block molecular entity","heroin dependence",1
"rat","organonitrogen compound","opiate dependence",1
"rat","organonitrogen compound","substance-related disorder",1
"rat","organonitrogen compound","substance dependence",1
"rat","organonitrogen compound","drug dependence",1
"rat","organonitrogen compound","heroin dependence",1
"rat","organic molecular entity","opiate dependence",1
"rat","organic molecular entity","drug dependence",1
"rat","organic molecular entity","heroin dependence",1
"rat","nitrogen molecular entity","opiate dependence",1
"rat","nitrogen molecular entity","substance-related disorder",1
"rat","nitrogen molecular entity","substance dependence",1
"rat","nitrogen molecular entity","drug dependence",1
"rat","nitrogen molecular entity","heroin dependence",1
"mouse","cephalosporin","spinal muscular atrophy",1
"mouse","cephalosporin","neurodegenerative disease",1
"mouse","cephalosporin","motor neuron disease",1
"mouse","cephalosporin","central nervous system disease",1
"mouse","cephalosporin","disease",1
"mouse","cephalosporin","disease of anatomical entity",1
"mouse","cephalosporin","nervous system disease",1
"mouse","molecular entity","spinal muscular atrophy",1
"mouse","cyclic amide","spinal muscular atrophy",1
"mouse","cyclic amide","motor neuron disease",1
"mouse","chemical entity","spinal muscular atrophy",1
"mouse","heterocyclic antibiotic","spinal muscular atrophy",1
"mouse","heterocyclic antibiotic","neurodegenerative disease",1
"mouse","heterocyclic antibiotic","motor neuron disease",1
"mouse","heterocyclic antibiotic","central nervous system disease",1
"mouse","heterocyclic antibiotic","disease of anatomical entity",1
"mouse","heterocyclic antibiotic","nervous system disease",1
"mouse","organic heterocyclic compound","spinal muscular atrophy",1
"mouse","organic heterocyclic compound","motor neuron disease",1
"mouse","lactam","spinal muscular atrophy",1
"mouse","lactam","motor neuron disease",1
"mouse","molecule","spinal muscular atrophy",1
"mouse","molecule","motor neuron disease",1
"mouse","organonitrogen heterocyclic antibiotic","spinal muscular atrophy",1
"mouse","organonitrogen heterocyclic antibiotic","neurodegenerative disease",1
"mouse","organonitrogen heterocyclic antibiotic","motor neuron disease",1
"mouse","organonitrogen heterocyclic antibiotic","central nervous system disease",1
"mouse","organonitrogen heterocyclic antibiotic","disease",1
"mouse","organonitrogen heterocyclic antibiotic","disease of anatomical entity",1
"mouse","organonitrogen heterocyclic antibiotic","nervous system disease",1
"mouse","organic heteromonocyclic compound","spinal muscular atrophy",1
"mouse","organic heteromonocyclic compound","motor neuron disease",1
"mouse","ether","spinal muscular atrophy",1
"mouse","ether","motor neuron disease",1
"mouse","oxygen molecular entity","spinal muscular atrophy",1
"mouse","sulfur molecular entity","spinal muscular atrophy",1
"mouse","sulfur molecular entity","motor neuron disease",1
"mouse","organic heterobicyclic compound","spinal muscular atrophy",1
"mouse","organic heterobicyclic compound","motor neuron disease",1
"mouse","beta-lactam antibiotic","spinal muscular atrophy",1
"mouse","beta-lactam antibiotic","neurodegenerative disease",1
"mouse","beta-lactam antibiotic","motor neuron disease",1
"mouse","beta-lactam antibiotic","central nervous system disease",1
"mouse","beta-lactam antibiotic","disease",1
"mouse","beta-lactam antibiotic","disease of anatomical entity",1
"mouse","beta-lactam antibiotic","nervous system disease",1
"mouse","ceftriaxone","spinal muscular atrophy",1
"mouse","ceftriaxone","neurodegenerative disease",1
"mouse","ceftriaxone","motor neuron disease",1
"mouse","ceftriaxone","central nervous system disease",1
"mouse","ceftriaxone","disease",1
"mouse","ceftriaxone","disease of anatomical entity",1
"mouse","ceftriaxone","nervous system disease",1
"mouse","amide","spinal muscular atrophy",1
"mouse","amide","motor neuron disease",1
"mouse","primary amide","spinal muscular atrophy",1
"mouse","primary amide","motor neuron disease",1
"mouse","organosulfur compound","spinal muscular atrophy",1
"mouse","organosulfur compound","motor neuron disease",1
